matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	cartevp	sexer	cartevpr	nbjdebit
5019759	31	1	Shom	39	Fmar	31	Pcad	B	0	0	16	86	504	1	16407	16407	0	2	6957	86	16	95	193510	0	0	0	1	504	0	0	1	504	0	0	0	0	0	0	21	4	0	4596	0	Coui	0	1	31
5031689	65	1	Shom	29	Fmar	61	Pemp	A	0	0	4	42	77304	4	28095	0	28095	1	10852	42	16	74	215174	0	0	0	3	77304	1	66500	2	10804	0	0	0	0	0	0	16	1	0	97900	0	Coui	0	1	7
113333	31	1	Sfem	56	Fmar	786	Pemp	A	0	0	0	85	258384	38	214874	4661	23026	4	17683	9	13	32	68490	187187	1	54536	3	258384	2	227337	1	31047	0	0	0	0	0	0	16	1	0	347262	54536	Cnon	1	0	2
119778	31	1	Sfem	60	Fmar	845	Pemp	D	0	0	0	6	667	0	0	0	0	1	3144	6	13	29	0	0	0	0	1	667	0	0	1	667	0	0	0	0	0	0	.	0	0	7028	0	Cnon	1	0	14
140270	31	1	Sfem	46	Fmar	313	Pemp	D	0	0	2	10	0	35	395634	0	0	1	2236	10	13	26	0	395634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3063	0	Cnon	1	0	6
140471	31	1	Sfem	64	Fmar	312	Pouv	B	0	0	1	5	4824	0	0	0	0	1	13541	5	13	8	36000	0	0	0	2	4824	2	4824	0	0	0	0	0	0	0	0	0	1	0	15499	0	Cnon	1	0	0
141008	31	1	Sfem	44	Fcel	308	Pcad	D	0	0	0	0	0	0	0	0	0	1	801	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	816	0	Cnon	1	0	0
141345	31	1	Shom	47	Fmar	305	Pouv	C	0	0	0	11	0	5	8397	8397	0	1	5251	11	13	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	9402	500	Cnon	0	0	16
141833	31	1	Sfem	49	Fcel	302	Pcad	A	0	0	1	14	57263	14	35987	0	1810	1	4181	14	13	57	0	34177	0	0	4	57263	2	37630	2	19633	0	0	0	0	0	0	0	1	1	63901	0	Cnon	1	0	0
143098	31	1	Sfem	43	Fmar	290	Pemp	B	0	0	0	99	7010	25	116962	0	0	1	109831	56	13	55	18200	116962	0	0	1	7010	0	0	1	7010	0	0	0	0	0	0	24	1	0	10467	0	Cnon	1	0	0
146230	31	1	Sfem	49	Fcel	264	Psan	.	0	0	0	0	2577	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2577	0	0	1	2577	0	0	0	0	0	0	.	0	0	2577	0	Cnon	1	0	0
152556	31	1	Sfem	42	Fcel	218	Pcad	B	0	0	2	20	126	23	375295	0	0	2	3839	20	13	46	0	375295	0	0	2	126	1	0	1	126	0	0	0	0	0	0	18	1	0	7512	0	Cnon	1	0	3
152747	31	1	Shom	36	Fcel	216	Pemp	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	0	0	0
153817	31	3	Shom	51	Fmar	287	Pcad	D	0	0	3	235	259802	2	186894	0	186894	1	17295	150	13	65	6666	0	0	0	4	259802	0	0	4	259802	0	0	0	0	0	0	25	1	0	296358	0	Cnon	0	0	4
155682	31	1	Shom	36	Fcel	190	Pemp	C	0	0	1	9	0	8	16224	0	16224	1	12637	9	13	22	34500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	7341	200	Cnon	0	0	0
157277	31	1	Shom	37	Fmar	174	Pcad	B	0	0	3	40	164	0	19631	19631	0	1	-11413	40	13	66	0	0	0	0	1	164	0	0	1	164	0	0	0	0	0	0	43	1	0	164	0	Cnon	0	0	84
157542	31	1	Sfem	58	Fdiv	173	Pcad	B	0	0	1	14	2909	0	0	0	0	1	20543	14	19	10	0	0	0	0	1	2909	0	0	1	2909	0	0	0	0	0	0	.	0	0	33602	0	Cnon	1	0	0
158514	31	1	Shom	62	Fmar	256	Pcad	B	0	0	1	11	41952	0	0	0	0	1	3909	11	13	32	0	0	0	0	3	41952	2	41835	1	117	0	0	0	0	0	0	17	1	0	42845	500	Cnon	0	0	6
159554	31	1	Sfem	57	Fdiv	157	Pemp	C	0	0	1	4	1046	11	4668	4668	0	1	2753	4	13	21	10000	0	0	0	1	1046	0	0	1	1046	0	0	0	0	0	0	6	2	1	2119	0	Cnon	1	0	0
160982	69	1	Shom	45	Fmar	297	Pcad	B	0	0	1	34	2427	15	571773	0	33126	1	11333	34	14	59	0	538647	0	0	1	2427	1	2427	0	0	0	0	0	0	0	0	28	2	0	24647	0	Cnon	0	0	0
162538	75	1	Sfem	39	Fcel	136	Pcad	B	0	0	0	18	47520	0	0	0	0	1	2772	18	13	62	0	0	1	30635	3	47520	2	40653	1	6867	0	0	0	0	0	0	26	1	0	86845	32299	Cnon	1	0	3
165062	31	1	Shom	58	Fmar	113	Pouv	B	0	0	6	8	3924	0	0	0	0	1	4226	8	14	21	0	0	0	0	1	3924	0	0	1	3924	0	0	0	0	0	0	0	1	1	6708	0	Cnon	0	0	1
165383	14	1	Shom	32	Fcel	110	Psan	D	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	1	196	0	0	1	196	0	0	0	0	0	0	.	0	0	196	0	Cnon	0	0	0
165999	31	1	Sfem	30	Fcel	105	Pemp	A	0	0	1	13	262451	0	0	0	0	1	6988	6	16	8	0	0	0	0	2	262451	1	229500	1	32951	0	0	0	0	0	0	.	0	0	263153	0	Cnon	1	0	0
166989	31	1	Sfem	39	Fcel	93	Pemp	B	0	0	2	6	1361	0	0	0	0	1	3649	6	13	17	0	0	0	0	1	1361	0	0	1	1361	0	0	0	0	0	0	0	1	1	2791	0	Cnon	1	0	0
170421	31	1	Shom	39	Fcel	183	Pemp	C	0	0	1	34	411	3	70849	0	0	1	7459	30	14	62	0	70849	0	0	2	411	0	0	2	411	0	0	0	0	0	0	16	1	0	7755	0	Cnon	0	0	0
177059	31	3	Sfem	55	Fdiv	65	Pemp	B	0	0	3	173	233938	1	45453	12718	32735	1	39489	107	13	54	60500	0	0	0	3	233938	2	204256	1	29682	0	0	0	0	0	0	19	1	0	292452	0	Cnon	1	0	0
177184	31	1	Shom	34	Fcel	64	Pemp	B	0	0	1	11	9017	0	0	0	0	1	2830	8	13	27	0	0	0	0	1	9017	0	0	1	9017	0	0	0	0	0	0	10	1	0	17742	0	Cnon	0	0	0
178526	12	3	Shom	26	Fcel	57	Psan	C	0	0	0	0	0	0	0	0	0	1	110	0	64	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	.	0	0	23	0	Cnon	0	0	0
178529	31	1	Shom	50	F.	57	Pcad	C	0	0	2	38	15000	21	88295	0	88295	1	15229	31	13	35	3500	0	0	0	1	15000	0	0	1	15000	0	0	0	0	0	0	11	1	0	19418	0	Cnon	0	0	4
178708	34	2	Sfem	49	Fveu	77	Pemp	D	0	0	1	7	995	0	0	0	0	1	3293	7	13	3	0	0	0	0	2	995	0	0	2	995	0	0	0	0	0	0	.	0	0	8537	0	Cnon	1	0	0
178829	31	1	Shom	41	Fmar	55	Pemp	D	0	0	3	9	0	14	59095	0	59095	1	2599	9	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	6769	0	Cnon	0	0	6
179072	97	1	Sfem	29	Fcel	54	Psan	C	0	0	0	0	100	0	0	0	0	1	333	0	568	0	0	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	.	0	0	432	0	Cnon	1	0	0
179366	31	1	Sfem	27	Fcel	51	Psan	D	0	0	2	8	0	0	0	0	0	1	-1106	8	13	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	1730	0	Cnon	1	0	68
179732	31	3	Sfem	38	Fmar	49	Psan	B	0	0	0	0	118134	0	0	0	0	1	500	0	.	0	0	0	2	123453	1	118134	1	118134	0	0	0	0	0	0	0	0	.	0	0	242087	123453	Cnon	1	0	0
183098	31	1	Shom	28	Fcel	46	Psan	C	0	0	0	9	19600	0	0	0	0	1	3382	4	14	5	29600	0	0	0	2	19600	1	0	1	19600	0	0	0	0	0	0	1	1	0	21245	0	Cnon	0	0	3
240682	32	1	Shom	56	Fmar	297	Pcad	D	0	0	4	54	8797	5	40924	8823	32101	1	38913	43	14	20	101000	0	13	5449561	2	8797	0	0	2	8797	0	0	0	0	0	0	0	1	0	6009132	6000216	Cnon	0	0	8
241459	32	5	Sfem	64	Fdiv	283	Pemp	A	0	0	1	2	14937	89	5207	5207	0	1	11188	2	29	3	24699	0	1	246956	2	14937	1	0	1	14937	0	0	0	0	0	0	0	1	0	269661	249756	Cnon	1	0	0
242032	32	1	Shom	44	Fmar	274	Pemp	B	0	0	0	21	56280	20	252328	2621	0	2	5053	21	13	53	0	249707	0	0	1	56280	1	56280	0	0	0	0	0	0	0	0	20	1	0	60594	0	Cnon	0	0	7
242851	32	1	Sfem	43	Fmar	260	Pcad	C	0	0	0	0	31867	0	0	0	0	1	798	0	.	0	0	0	0	0	1	31867	1	31867	0	0	0	0	0	0	0	0	.	0	0	32865	200	Cnon	1	0	0
243052	32	2	Shom	59	Fmar	258	Pcad	C	0	0	0	4	3266	48	32117	0	32117	1	3401	4	19	8	0	0	0	0	1	3266	0	0	1	3266	0	0	0	0	0	0	.	0	0	6688	0	Cnon	0	0	0
243287	64	1	Sfem	58	Fcel	255	Pemp	.	0	0	0	12	0	0	2229	2229	0	1	10412	12	14	46	5400	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	23	1	0	2150	2150	Cnon	1	0	4
243476	32	3	Shom	47	Fmar	252	Pemp	B	0	0	1	22	0	0	0	0	0	1	15929	22	13	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	19679	0	Cnon	0	0	0
244022	32	1	Shom	48	Fveu	244	Pcad	D	0	0	1	0	195113	0	0	0	0	1	51017	0	40	1	0	0	1	57676	2	195113	2	195113	0	0	0	0	0	0	0	0	.	0	0	944977	700973	Cnon	0	0	0
246151	32	3	Sfem	57	Fdiv	212	Pcad	B	0	0	6	12	102749	9	74720	0	34715	2	11746	12	13	26	0	40005	0	0	4	102749	2	72525	2	30224	0	0	0	0	0	0	7	1	0	128783	0	Cnon	1	0	0
246567	32	5	Shom	60	Fmar	206	Pcad	A	0	0	2	26	122898	0	0	0	0	1	3527	19	13	39	0	0	0	0	3	122898	1	97241	2	25657	0	0	0	0	0	0	8	1	0	127819	0	Cnon	0	0	0
246721	32	5	Shom	62	Fmar	204	Pcad	A	0	0	3	14	290758	0	0	0	0	1	9251	14	13	42	0	0	2	84634	3	290758	2	244758	1	46000	0	0	0	0	0	0	19	2	0	439327	98498	Cnon	0	0	0
246726	32	2	Sfem	41	Fcel	203	Pcad	D	0	0	2	3	110	0	0	0	0	1	1555	3	21	7	0	0	0	0	1	110	0	0	1	110	0	0	0	0	0	0	.	0	0	1396	0	Cnon	1	0	0
248296	32	1	Shom	25	Fcel	179	Psan	.	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2530	1	2530	0	0	0	0	0	0	0	0	.	0	0	2530	0	Cnon	0	0	0
248433	32	3	Sfem	22	Fcel	800	Psan	B	0	0	0	1	108044	0	0	0	0	1	2167	1	35	6	0	0	0	0	2	108044	2	108044	0	0	0	0	0	0	0	0	.	0	0	110185	0	Cnon	1	0	0
249231	32	5	Sfem	40	Fdiv	182	Psan	D	0	0	0	1	17866	40	869	95	774	1	-105	1	14	5	0	0	0	0	2	17866	2	17866	0	0	0	0	0	0	0	0	.	0	0	17866	0	Cnon	1	0	63
249341	32	3	Sfem	20	Fcel	208	Psan	C	0	0	2	3	0	0	0	0	0	1	-2	3	13	34	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	.	0	0	3613	0	Cnon	1	0	52
250281	32	4	Sfem	62	Fcel	202	Part	A	0	0	2	13	89930	60	602158	0	0	1	10009	6	13	15	0	602158	0	0	3	89930	2	49697	1	40233	0	0	0	0	0	0	.	0	0	101239	6565	Cnon	1	0	0
250802	31	1	Sfem	41	Fmar	146	Pemp	.	0	0	0	0	165924	0	0	0	0	0	0	0	0	0	0	0	1	28758	3	165924	2	107491	0	0	1	58433	0	0	0	0	.	0	0	194682	28758	Cnon	1	0	0
251094	32	1	Shom	19	Fcel	142	Psan	.	0	0	1	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	0	0	1	401	0	0	0	0	0	0	.	0	0	401	0	Cnon	0	0	0
256997	32	1	Shom	57	Fmar	72	Pcad	B	0	0	0	0	559559	0	0	0	0	0	0	0	0	0	0	0	0	0	1	559559	0	0	0	0	1	559559	0	0	0	0	.	0	0	559559	0	Cnon	0	0	0
257040	32	1	Shom	41	Fmar	72	Pemp	B	0	0	2	12	341	22	339519	0	0	1	4955	12	13	21	0	339519	0	0	1	341	0	0	1	341	0	0	0	0	0	0	.	0	0	13597	0	Cnon	0	0	3
257100	32	2	Shom	59	Fmar	71	Pcad	B	0	0	1	19	0	0	0	0	0	2	11982	19	13	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2	0	11811	0	Cnon	0	0	0
257102	32	2	Sfem	51	Fmar	211	Pemp	.	0	0	0	2	22533	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22533	0	0	1	5000	1	17533	0	0	0	0	.	0	0	22733	200	Cnon	1	0	0
257382	32	2	Sfem	24	Fcel	69	Pemp	D	0	0	0	0	0	0	0	0	0	1	154	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	289	0	Cnon	1	0	0
257832	97	1	Shom	32	Fcel	64	Pemp	B	0	0	0	7	60112	0	0	0	0	1	4541	7	13	13	0	0	1	21797	2	60112	1	35112	1	25000	0	0	0	0	0	0	0	1	0	83202	21952	Cnon	0	0	0
259018	31	1	Shom	51	Fmar	216	Pcad	B	0	0	1	21	71210	19	321116	0	0	1	4803	21	13	71	0	321116	0	0	4	71210	1	0	3	71210	0	0	0	0	0	0	33	1	0	80390	0	Cnon	0	0	3
342005	32	5	Sfem	59	Fmar	169	Pcad	B	0	0	2	12	2727	37	321244	0	112955	1	-155	12	13	35	0	208289	0	0	2	2727	0	0	2	2727	0	0	0	0	0	0	2	1	0	8270	0	Cnon	1	0	55
342018	32	2	Shom	52	Fcel	168	Pemp	B	0	0	2	7	30796	0	0	0	0	1	3894	7	14	23	24500	0	1	71658	2	30796	0	0	2	30796	0	0	0	0	0	0	10	1	0	104080	72158	Cnon	0	0	0
342140	32	2	Shom	53	Fmar	161	Pouv	B	0	0	1	10	240	10	30976	2603	28373	1	1443	10	14	20	0	0	1	18341	2	240	0	0	2	240	0	0	0	0	0	0	1	1	0	18581	18341	Cnon	0	0	35
405131	82	3	Shom	56	Fmar	837	Pemp	A	0	0	0	20	81184	0	0	0	0	1	14164	18	14	48	0	0	1	60990	3	81184	2	48307	1	32877	0	0	0	0	0	0	18	1	0	163087	61190	Cnon	0	0	0
441390	82	2	Sfem	60	Fmar	293	Pcad	B	0	0	0	12	20461	0	0	0	0	1	4963	12	13	31	0	0	0	0	2	20461	0	0	2	20461	0	0	0	0	0	0	5	1	0	23764	0	Cnon	1	0	0
442434	82	2	Shom	62	Fmar	282	Pcad	C	0	0	5	7	0	0	0	0	0	1	16210	7	13	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	12678	0	Cnon	0	0	0
443514	82	2	Sfem	51	Fdiv	271	Pouv	B	0	0	0	30	53123	0	2526	2526	0	1	27167	30	14	16	21000	0	1	54924	4	53123	1	0	3	53123	0	0	0	0	0	0	6	1	0	120566	67443	Cnon	1	0	0
443569	82	1	Sfem	56	Fcel	270	Pemp	C	0	0	0	14	0	0	0	0	0	1	11616	14	13	10	5100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	6347	0	Cnon	1	0	0
443885	82	1	Shom	51	Fmar	267	Pcad	B	0	0	2	15	101	0	0	0	0	1	7975	15	14	18	31400	0	0	0	1	101	0	0	1	101	0	0	0	0	0	0	1	1	0	18643	0	Cnon	0	0	0
445266	82	3	Shom	59	Fmar	258	Pemp	B	0	0	0	24	332	0	0	0	0	1	-1289	24	13	78	19600	0	0	0	1	332	0	0	1	332	0	0	0	0	0	0	48	2	0	3879	550	Cnon	0	0	57
445298	82	1	Sfem	32	Fcel	258	Pcad	A	0	0	0	13	107561	0	0	0	0	1	3638	13	13	44	50800	0	0	0	2	107561	2	107561	0	0	0	0	0	0	0	0	11	1	0	112759	0	Cnon	1	0	0
448283	82	4	Shom	39	Fcel	234	Pouv	.	0	0	1	4	0	0	0	0	0	1	7422	4	13	23	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	14	1	0	4887	200	Cnon	0	0	0
450546	82	4	Sfem	56	Fmar	206	Pcad	A	0	0	0	19	228983	0	0	0	0	1	16097	19	13	34	10000	0	0	0	1	228983	0	0	1	228983	0	0	0	0	0	0	0	1	1	250573	200	Cnon	1	0	0
450778	82	2	Shom	61	Fmar	203	Pouv	D	0	0	1	10	210068	0	0	0	0	2	2939	10	13	15	0	0	0	0	3	210068	1	68710	2	141358	0	0	0	0	0	0	.	0	0	212364	0	Cnon	0	0	0
451145	24	3	Shom	49	Fmar	198	Pcad	D	0	0	0	0	0	0	0	0	0	1	485	0	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	748	500	Cnon	0	0	0
451416	82	1	Shom	34	Fcel	194	Pouv	D	0	0	0	8	550	6	3701	3701	0	1	2936	8	13	39	0	0	0	0	1	550	0	0	1	550	0	0	0	0	0	0	0	1	1	7057	200	Cnon	0	0	9
452000	94	4	Sfem	36	Fmar	187	Psan	B	0	0	1	14	34184	36	419265	0	0	1	6406	14	14	23	0	419265	1	19205	2	34184	0	0	1	29846	1	4338	0	0	0	0	15	2	1	60439	19205	Cnon	1	0	0
454012	82	4	Shom	46	Fmar	165	Pemp	B	0	0	1	15	29648	0	0	0	0	1	13641	15	14	38	0	0	2	63648	1	29648	0	0	1	29648	0	0	0	0	0	0	10	1	0	114807	63648	Cnon	0	0	0
455285	9	4	Sfem	27	Fcel	154	Pemp	C	0	0	0	7	300	0	5166	5166	0	1	-3635	6	13	23	183000	0	0	0	2	300	0	0	2	300	0	0	0	0	0	0	.	0	0	300	0	Cnon	1	0	90
455405	82	1	Sfem	27	Fcel	153	Pcad	B	0	0	5	12	51327	14	34927	0	34927	2	2217	12	13	50	21490	0	0	0	1	51327	1	51327	0	0	0	0	0	0	0	0	25	3	1	58655	155	Cnon	1	0	12
457915	82	3	Shom	52	Fmar	127	Pcad	C	0	0	2	5	122	0	0	0	0	1	1393	4	13	12	0	0	0	0	1	122	0	0	1	122	0	0	0	0	0	0	0	2	2	357	0	Cnon	0	0	2
458069	78	2	Shom	38	Fcel	126	Pouv	B	0	0	0	19	15360	0	0	0	0	1	5248	19	13	31	34900	0	0	0	1	15360	1	15360	0	0	0	0	0	0	0	0	11	1	0	15727	200	Cnon	0	0	0
458263	82	1	Shom	23	Fcel	124	Psan	C	0	0	1	3	157	0	0	0	0	1	4809	3	15	26	0	0	0	0	1	157	0	0	1	157	0	0	0	0	0	0	0	1	1	3431	0	Cnon	0	0	0
459403	9	4	Shom	32	Fmar	109	Pemp	B	0	0	0	9	21153	23	290314	0	0	1	5169	8	13	31	0	290314	1	50347	3	21153	2	20909	1	244	0	0	0	0	0	0	6	1	0	82240	50347	Cnon	0	0	0
459614	31	2	Shom	27	Fcel	107	Psan	D	0	0	1	3	0	0	0	0	0	1	1466	3	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	50	0	Cnon	0	0	0
460258	82	1	Shom	24	Fcel	97	Psan	D	0	0	0	2	47000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47000	1	47000	0	0	0	0	0	0	0	0	.	0	0	47000	0	Cnon	0	0	0
460756	82	2	Sfem	40	Fmar	88	Pemp	A	0	0	2	31	201795	2	3441	3441	0	1	4582	17	13	85	20500	0	0	0	2	201795	0	0	2	201795	0	0	0	0	0	0	34	2	0	207249	112	Cnon	1	0	0
461748	82	1	Shom	55	Fmar	77	Psan	D	0	0	0	0	0	0	0	0	0	1	2426	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	2425	0	Cnon	0	0	0
463683	82	3	Shom	40	Fmar	59	Pemp	C	0	0	0	0	392	0	0	0	0	1	44	0	330	0	0	0	0	0	1	392	0	0	1	392	0	0	0	0	0	0	0	1	1	435	0	Cnon	0	0	0
463938	31	3	Shom	46	Fuli	56	Pouv	C	0	0	0	11	185	13	50363	15914	34449	1	-9113	11	14	30	88800	0	0	0	2	185	1	0	1	185	0	0	0	0	0	0	10	1	0	185	0	Cnon	0	0	87
507157	65	1	Sfem	55	Fmar	337	Pcad	B	0	0	0	13	0	0	0	0	0	1	3396	13	14	28	38000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	6489	0	Cnon	1	0	33
515686	65	1	Shom	63	Fmar	848	Pemp	C	0	0	0	8	0	32	181462	0	0	2	41010	8	13	21	26000	181462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45660	0	Cnon	0	0	0
518795	65	1	Sfem	39	Fmar	19	Psan	.	0	0	1	7	0	0	0	0	0	1	94798	7	14	47	0	0	2	219162	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	308579	224566	Cnon	1	0	0
519058	65	1	Shom	27	F.	128	Pemp	D	0	0	0	0	0	0	0	0	0	1	388	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	387	0	Cnon	0	0	0
521405	65	2	Shom	54	Fmar	57	Psan	D	0	0	4	4	0	0	0	0	0	1	289	4	22	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	Cnon	0	0	14
521569	65	1	Sfem	35	Fcel	54	Pcad	B	0	0	0	10	10228	0	0	0	0	1	3743	10	13	50	14000	0	0	0	2	10228	0	0	2	10228	0	0	0	0	0	0	0	1	0	15564	0	Cnon	1	0	0
521575	65	1	Shom	59	Fmar	89	Pcad	A	0	0	0	13	214257	0	0	0	0	1	4084	13	13	34	0	0	1	22388	2	214257	1	185757	1	28500	0	0	0	0	0	0	.	0	0	248962	26420	Cnon	0	0	0
543267	65	1	Sfem	46	Fmar	271	Pemp	D	0	0	0	6	1029	0	941	941	0	1	682	6	13	28	0	0	0	0	1	1029	0	0	1	1029	0	0	0	0	0	0	0	1	0	1029	0	Cnon	1	0	36
543326	65	1	Shom	55	Fmar	270	Pouv	B	0	0	3	12	35696	12	59230	0	59230	1	2814	12	13	27	32000	0	0	0	2	35696	1	35602	1	94	0	0	0	0	0	0	.	0	0	35899	0	Cnon	0	0	5
543411	65	1	Shom	52	Fmar	269	Pemp	.	0	0	3	13	0	31	284398	109	0	1	556	13	13	17	0	284289	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Cnon	0	0	38
544398	65	1	Shom	62	Fmar	257	Pcad	B	0	0	0	14	2560	0	0	0	0	1	7588	14	13	19	10000	0	0	0	2	2560	1	2298	1	262	0	0	0	0	0	0	0	1	1	13415	0	Cnon	0	0	0
547162	65	2	Shom	59	Fmar	222	Pret	C	0	0	1	3	0	38	27343	0	0	1	3581	3	15	10	0	27343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	2652	0	Cnon	0	0	0
547519	65	1	Shom	26	Fcel	218	Psan	C	0	0	0	0	130	0	0	0	0	1	14	0	296	0	0	0	0	0	1	130	0	0	1	130	0	0	0	0	0	0	.	0	0	343	200	Cnon	0	0	0
547562	65	1	Sfem	59	Fmar	217	Pcad	.	0	0	0	0	4291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4291	1	4291	0	0	0	0	0	0	0	0	.	0	0	4291	0	Cnon	1	0	0
549153	24	2	Shom	40	Fmar	196	Pemp	A	0	0	0	12	612345	0	0	0	0	1	9842	12	13	39	0	0	1	65601	5	612345	2	407927	2	94830	1	109588	0	0	0	0	28	1	0	684603	66101	Cnon	0	0	0
550997	65	2	Shom	45	Fmar	171	Pouv	D	0	0	1	8	349	22	20371	20371	0	1	5852	8	13	9	0	0	0	0	1	349	0	0	1	349	0	0	0	0	0	0	2	1	0	3073	0	Cnon	0	0	0
552000	65	1	Sfem	41	Fcel	158	Pemp	A	0	0	1	24	225843	0	0	0	0	1	38854	11	14	26	0	0	1	54153	5	225843	2	150918	2	74060	1	865	0	0	0	0	4	1	0	301412	60837	Cnon	1	0	0
552783	65	1	Shom	39	Fmar	148	Pemp	A	0	0	3	13	128982	0	0	0	0	1	9123	13	13	68	0	0	0	0	2	128982	1	94506	1	34476	0	0	0	0	0	0	7	1	0	145254	0	Cnon	0	0	0
552995	65	1	Shom	36	Fcel	145	Pcad	B	0	0	1	24	24101	16	323410	0	0	1	34208	24	13	66	0	323410	0	0	2	24101	0	0	2	24101	0	0	0	0	0	0	30	1	0	50042	0	Cnon	0	0	0
554191	65	1	Shom	32	Fmar	304	Pemp	B	0	0	0	9	58224	32	414442	0	0	2	2501	9	13	27	0	414442	0	0	3	58224	1	24853	2	33371	0	0	0	0	0	0	10	1	0	73878	0	Cnon	0	0	1
554430	65	1	Shom	30	Fcel	138	Psan	B	0	0	2	1	27872	77	0	0	0	1	385	1	37	3	0	0	1	47453	1	27872	1	27872	0	0	0	0	0	0	0	0	0	1	1	76028	47453	Cnon	0	0	23
554867	65	2	Sfem	21	Fcel	129	Psan	.	0	0	0	0	0	0	0	0	0	1	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	21	0	Cnon	1	0	0
554916	65	2	Sfem	24	Fcel	144	Psan	B	0	0	1	11	445	37	179820	0	0	1	10132	11	14	8	7500	179820	0	0	2	445	0	0	2	445	0	0	0	0	0	0	0	1	1	3799	0	Cnon	1	0	0
555686	65	1	Sfem	45	Fmar	118	Pemp	C	0	0	4	9	1607	0	0	0	0	1	-1012	8	14	42	15100	0	0	0	1	1607	0	0	1	1607	0	0	0	0	0	0	0	1	1	2301	0	Cnon	1	0	72
556070	65	1	Shom	27	Fcel	111	Psan	A	0	0	0	15	89838	0	0	0	0	1	46261	15	14	19	0	0	0	0	1	89838	1	89838	0	0	0	0	0	0	0	0	9	2	1	150277	5076	Cnon	0	0	0
560085	65	1	Sfem	47	Fmar	296	Pemp	B	0	0	1	12	23498	5	16795	16795	0	1	3719	11	13	39	0	0	1	76934	2	23498	1	18934	1	4564	0	0	0	0	0	0	16	2	0	105586	76934	Cnon	1	0	0
560172	65	1	Shom	54	Fmar	295	Pcad	D	0	0	0	0	0	0	0	0	0	1	543	0	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	1043	500	Cnon	0	0	0
560943	65	1	Shom	47	Fmar	279	Pouv	B	0	0	4	27	1058	3	12937	12937	0	1	6825	27	13	54	0	0	0	0	1	1058	0	0	1	1058	0	0	0	0	0	0	11	1	0	7603	0	Cnon	0	0	13
561871	65	1	Sfem	52	Fmar	247	Pemp	B	0	0	0	5	21297	0	0	0	0	1	3888	5	13	14	0	0	0	0	1	21297	0	0	1	21297	0	0	0	0	0	0	0	1	1	26441	0	Cnon	1	0	0
